SUNK_ID,SUNK_MONTH_NAME,SUNK_DAY_OF_MONTH,SUNK_YEAR,SUNK_MONTH_NUMBER,SUNK_MONTH_YEAR,SUNK_DAY_OF_WEEK_NUMBER,SUNK_DATE_OF_WEEK_NAME,SUNK_DATE,SUNK_NAME_OF_VESSEL,SUNK_TYPE_VESSEL,SUNK_STANDARD_TONNAGE,SUNK_LOCATION,AGENT_NATION,AGENT_TYPES,SUNK_TYPE,SUNK_VESSEL_TYPE,AGENT_GENERAL_TYPE,SUNK_LOCATION_LAT,SUNK_LOCATION_LONG,SUNK_DISTANCE_FROM_TOKYO,SUNK_FULL_LAT,SUNK_FULL_LONG,lat_side,long_side
2239,July,6,1945,7,1945-07-01,1,Sunday,1945-07-06,TOKAI MARU NO 5,Cargo,879,"33-59N, 130-52E",United States,Army Mine,Sunk,Maritime,Mine,33.59,130.52,870.4152086,33-59N,130-52E,1,1
2240,July,6,1945,7,1945-07-01,1,Sunday,1945-07-06,TOYO MARU,Cargo,"3,718","33-58N, 131-00E",United States,Army Mine,Sunk,Maritime,Mine,33.58,131,828.6025911,33-58N,131-00E,1,1
2241,July,6,1945,7,1945-07-01,1,Sunday,1945-07-06,UJINA MARU,Cargo,"2,218","37-56N, 139-04E",United States,Army Mine,Sunk,Maritime,Mine,37.56,139.04,215.8717145,37-56N,139-04E,1,1
2242,July,6,1945,7,1945-07-01,1,Sunday,1945-07-06,TAKE MARU,Cargo,"1,265","33-52N, 131-15E",United States,Army Mine,Sunk,Maritime,Mine,33.52,131.15,817.6726845,33-52N,131-15E,1,1
2243,July,6,1945,7,1945-07-01,1,Sunday,1945-07-06,SHORI MARU,Cargo,"2,080","34-06N, 130-47E",United States,Army Mine,Sunk,Maritime,Mine,34.06,130.47,860.0376464,34-06N,130-47E,1,1
2244,August,6,1945,8,1945-08-01,1,Sunday,1945-08-06,KOWA MARU,Cargo,884,"34-26N, 129-16E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,34.26,129.16,972.0113005,34-26N,129-16E,1,1
2245,August,6,1945,8,1945-08-01,1,Sunday,1945-08-06,SHINTAI MARU NO 7,Cargo,882,"34-26N, 129-16E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,34.26,129.16,972.0113005,34-26N,129-16E,1,1
2246,August,6,1945,8,1945-08-01,1,Sunday,1945-08-06,CHOKAI MARU NO 2,Cargo,"1,287","38-49N, 137-04E",United States,Army Mine,Sunk,Maritime,Mine,38.49,137.04,390.0668566,38-49N,137-04E,1,1
2247,August,6,1945,8,1945-08-01,1,Sunday,1945-08-06,ISOJIMA MARU,Cargo,884,"33-56N, 130-56E",United States,Army Mine,Sunk,Maritime,Mine,33.56,130.56,867.9415229,33-56N,130-56E,1,1
2248,August,6,1945,8,1945-08-01,1,Sunday,1945-08-06,KOZAN MARU NO 2,Cargo,864,"33-53N, 132-00E",United States,Army Mine*,Sunk,Maritime,Mine,33.53,132,743.3680529,33-53N,132-00E,1,1
2249,February,7,1945,2,1945-02-01,1,Sunday,1945-02-07,RO 55,Submarine,889,"15-27N, 119-25E",United States,Surface Craft,Sunk,Naval,Surface Craft,15.27,119.25,3046.548433,15-27N,119-25E,1,1
2250,February,7,1945,2,1945-02-01,1,Sunday,1945-02-07,COAST DEFENSE VESSEL NO 53,Frigate,800,"12-04N, 109-22E",United States,Submarine,Sunk,Naval,Submarine,12.04,109.22,4032.226496,12-04N,109-22E,1,1
2251,April,7,1945,4,1945-04-01,1,Sunday,1945-04-07,YAMATO,Battleship,"63,000","30-54N, 128-10E",United States,Navy Carrier- Aircraft,Sunk,Naval,Aircraft,30.54,128.1,1220.701808,30-54N,128-10E,1,1
2252,April,7,1945,4,1945-04-01,1,Sunday,1945-04-07,YAHAGI,Light Cruiser,"7,000","30-54N, 128-10E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,30.54,128.1,1220.701808,30-54N,128-10E,1,1
2253,April,7,1945,4,1945-04-01,1,Sunday,1945-04-07,ASASHIMO,Destroyer,"2,100","31-00N, 128-00S",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,31,-128,8249.808279,31-00N,128-00S,1,-1
2254,April,7,1945,4,1945-04-01,1,Sunday,1945-04-07,HAMAKAZE,Destroyer,"1,900","31-00N, 128-00E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,31,128,1203.471738,31-00N,128-00E,1,1
2255,April,7,1945,4,1945-04-01,1,Sunday,1945-04-07,ISOKAZE,Destroyer,"1,900","31-00N, 128-00E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,31,128,1203.471738,31-00N,128-00E,1,1
2256,April,7,1945,4,1945-04-01,1,Sunday,1945-04-07,KASUMI,Destroyer,"1,850","31-00N, 128-00E",United States,Navy Carrier- Based Aircraft,Sunk,Naval,Aircraft,31,128,1203.471738,31-00N,128-00E,1,1
2257,April,7,1945,4,1945-04-01,1,Sunday,1945-04-07,ISUZU,Light Cruiser,"5,700","7-38S, 118-09E",United States,Submarine,Sunk,Naval,Submarine,-7.38,118.09,5295.845586,7-38S,118-09E,-1,1
2258,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,MINESWEEPER NO 29,Minesweeper,630,"34-02N, 130-54E",United States,Army Mine,Sunk,Naval,Mine,34.02,130.54,854.9538157,34-02N,130-54E,1,1
2259,July,7,1945,7,1945-07-01,1,Sunday,1945-07-07,NARA,Destroyer,"1,000","33-54N, 130-49E",United States,Army Mine,Sunk,Naval,Mine,33.54,130.49,874.7987892,33-54N,130-49E,1,1
2260,August,7,1945,8,1945-08-01,1,Sunday,1945-08-07,COAST DEFENSE VESSEL NO 39,Frigate,800,"35-06N, 129-03E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,35.06,129.03,968.5571569,35-06N,129-03E,1,1
2261,August,7,1945,8,1945-08-01,1,Sunday,1945-08-07,SPECIAL SUBMARINE CHASER NO 66,Special Submarine Chaser,100,"7-23N, 151-53E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,7.23,151.53,3386.688158,7-23N,151-53E,1,1
2262,February,7,1945,2,1945-02-01,1,Sunday,1945-02-07,TAIGYO MARU,Cargo,"6,892","7-03N, 106-05E",United States,Submarine,Sunk,Maritime,Submarine,7.03,106.05,4676.406632,7-03N,106-05E,1,1
2263,February,7,1945,2,1945-02-01,1,Sunday,1945-02-07,OKINOYAMA MARU,Cargo,984,"29-09N, 129-45E",United States,Submarine,Sunk,Maritime,Submarine,29.09,129.45,1208.338339,29-09N,129-45E,1,1
2264,March,7,1945,3,1945-03-01,1,Sunday,1945-03-07,HOYO MARU,Cargo,946,"13-00N, 98-00E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,13,98,4866.334929,13-00N,98-00E,1,1
2265,April,7,1945,4,1945-04-01,1,Sunday,1945-04-07,HATSUKARI MARU,Cargo,875,"33-55N, 130-50E",United States,Army Mine,Sunk,Maritime,Mine,33.55,130.5,873.5683084,33-55N,130-50E,1,1
2266,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,HAKKO MARU,Cargo,"1,030","5-08S, 119-24E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,-5.08,119.24,5010.563207,5-08S,119-24E,-1,1
2267,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,KENZAN MARU,Converted Gunboat,950,"00-08S, 119-24E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,-0.08,119.24,4505.567433,00-08S,119-24E,-1,1
2268,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,HOGI MARU NO 7,Tanker,834,"34-30N, 126-00E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34.3,126,1255.531781,34-30N,126-00E,1,1
2269,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,KABA MARU,Cargo,884,"34-00N, 130-00E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34,130,903.6199109,34-00N,130-00E,1,1
2270,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,KOZAN MARU NO 2,Cargo,"6,886","35-15N, 126-03E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,35.15,126.03,1238.265271,35-15N,126-03E,1,1
2271,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,TATSUCHIYO MARU,Cargo,"6,873","34-00N, 126-00E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34,126,1262.299306,34-00N,126-00E,1,1
2272,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,HARUSHIO MARU,Cargo,"1,989","34-06N, 130-47E",United States,Army Mine,Sunk,Maritime,Mine,34.06,130.47,860.0376464,34-06N,130-47E,1,1
2273,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,KASHIMA MARU,Cargo,870,"34-02N, 130-54E",United States,Army Mine,Sunk,Maritime,Mine,34.02,130.54,854.9538157,34-02N,130-54E,1,1
2274,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,TEIKA MARU,Passenger-Cargo,"8,009","34-06N, 130-47E",United States,Army Mine,Sunk,Maritime,Mine,34.06,130.47,860.0376464,34-06N,130-47E,1,1
2275,May,7,1945,5,1945-05-01,1,Sunday,1945-05-07,SHOFUKU MARU,Passenger-Cargo,"1,768","33-59N, 130-52E",United States,Army Mine,Sunk,Maritime,Mine,33.59,130.52,870.4152086,33-59N,130-52E,1,1
2276,June,7,1945,6,1945-06-01,1,Sunday,1945-06-07,YUMIHARI MARU NO 2,Cargo,"1,186","34-00N, 130-00E",United States,Army Mine,Sunk,Maritime,Mine,34,130,903.6199109,34-00N,130-00E,1,1
2277,June,7,1945,6,1945-06-01,1,Sunday,1945-06-07,AZUSA MARU,Cargo,"1,370","34-00N, 126-45E",United States,Submarine,Sunk,Maritime,Submarine,34,126.45,1221.801859,34-00N,126-45E,1,1
2278,July,7,1945,7,1945-07-01,1,Sunday,1945-07-07,KINYU MARU NO 1,Cargo,834,"34-00N, 135-00E",United States,Army Mine,Sunk,Maritime,Mine,34,135,467.3655019,34-00N,135-00E,1,1
2279,July,7,1945,7,1945-07-01,1,Sunday,1945-07-07,NACHIZAN MARU,Cargo,880,"33-55N, 130-56E",United States,Army Mine,Sunk,Maritime,Mine,33.55,130.56,868.2930323,33-55N,130-56E,1,1
2280,July,7,1945,7,1945-07-01,1,Sunday,1945-07-07,TAIRI GO,Transport,"1,832","33-43N, 131-38E",United States,Army Mine,Sunk,Maritime,Mine,33.43,131.38,801.0715206,33-43N,131-38E,1,1
2281,July,7,1945,7,1945-07-01,1,Sunday,1945-07-07,KOUN MARU NO 2,Passenger-Cargo,606,"41-21N, 141-28E",United States,Submarine,Sunk,Maritime,Submarine,41.21,141.28,629.184363,41-21N,141-28E,1,1
2282,August,7,1945,8,1945-08-01,1,Sunday,1945-08-07,KINYU MARU NO 7,Cargo,834,"34-55N, 128-44E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,34.55,128.44,1030.446348,34-55N,128-44E,1,1
2283,August,7,1945,8,1945-08-01,1,Sunday,1945-08-07,NANKI MARU NO 9,Cargo,834,"34-55N, 128-44E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,34.55,128.44,1030.446348,34-55N,128-44E,1,1
2284,August,7,1945,8,1945-08-01,1,Sunday,1945-08-07,KIBITSU MARU,Cargo,"9,575","34-37N, 135-04E",United States,Army Mine,Sunk,Maritime,Mine,34.37,135.04,448.0541295,34-37N,135-04E,1,1
2285,March,8,1945,3,1945-03-01,1,Sunday,1945-03-08,COAST DEFENSE VESSEL NO 69,Frigate,800,"19-02N, 110-56E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,19.02,110.56,3401.161201,19-02N,110-56E,1,1
2286,April,8,1945,4,1945-04-01,1,Sunday,1945-04-08,RO 46,Submarine,965,"26-09N, 130-21E",United States,Surface Craft,Sunk,Naval,Surface Craft,26.09,130.21,1397.616327,26-09N,130-21E,1,1
2287,April,8,1945,4,1945-04-01,1,Sunday,1945-04-08,SPECIAL SUBMARINE CHASER NO 101,Special Submarine Chaser,100,"4-35S, 122-17E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,-4.35,122.17,4812.361762,4-35S,122-17E,-1,1
2288,May,8,1945,5,1945-05-01,1,Sunday,1945-05-08,SPECIAL SUBMARINE CHASER NO 210,Special Submarine Chaser,100,"23-00N, 115-00E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,23,115,2765.993101,23-00N,115-00E,1,1
2289,June,8,1945,6,1945-06-01,1,Sunday,1945-06-08,ASHIGARA,Heavy Cruiser,"12,700","1-59S, 104-57E",Great Britain,Submarine,Sunk,Naval,Submarine,-1.59,104.57,5517.248204,1-59S,104-57E,-1,1
2290,February,8,1945,2,1945-02-01,1,Sunday,1945-02-08,EIFUKU MARU,Passenger-Cargo,"3,520","7-04N, 104-46E",United States,Submarine,Sunk,Maritime,Submarine,7.04,104.46,4794.672925,7-04N,104-46E,1,1
2291,March,8,1945,3,1945-03-01,1,Sunday,1945-03-08,TANGYANG MARU,Passenger-Cargo,"1,573","30-33N, 114-17E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,30.33,114.17,2445.466063,30-33N,114-17E,1,1
2292,March,8,1945,3,1945-03-01,1,Sunday,1945-03-08,ISHIMA MARU,Cargo,839,"22-34N, 114-53E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,22.34,114.53,2848.476164,22-34N,114-53E,1,1
2293,April,8,1945,4,1945-04-01,1,Sunday,1945-04-08,TAMON MARU NO 12,Cargo,"2,220","31-16N, 121-45E",United States,Army Mine,Sunk,Maritime,Mine,31.16,121.45,1763.031706,31-16N,121-45E,1,1
2294,May,8,1945,5,1945-05-01,1,Sunday,1945-05-08,KOTOBUKI MARU,Passenger-Cargo,"18,765","34-30N, 126-30E",United States,Army Mine*,Sunk,Maritime,Mine,34.3,126.3,1228.481187,34-30N,126-30E,1,1
2295,May,8,1945,5,1945-05-01,1,Sunday,1945-05-08,DAITO MARU NO 3,Cargo,880,"39-37N, 142-07E",United States,Submarine,Sunk,Maritime,Submarine,39.37,142.07,459.8303855,39-37N,142-07E,1,1
2296,June,8,1945,6,1945-06-01,1,Sunday,1945-06-08,NANSHIN MARU NO 22,Tanker,834,"8-56N, 105-37E",United States,Submarine,Sunk,Maritime,Submarine,8.56,105.37,4603.100536,8-56N,105-37E,1,1
2297,June,8,1945,6,1945-06-01,1,Sunday,1945-06-08,HAKUSA,Converted Aircraft Ferry,"3,841","8-56N, 105-37E",United States,Submarine,Sunk,Maritime,Submarine,8.56,105.37,4603.100536,8-56N,105-37E,1,1
2298,July,8,1945,7,1945-07-01,1,Sunday,1945-07-08,MIKUNISAN MARU,Cargo,865,"34-45N, 126-19E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34.45,126.19,1235.319491,34-45N,126-19E,1,1
2299,July,8,1945,7,1945-07-01,1,Sunday,1945-07-08,SHINTO MARU,Cargo,"2,211","33-06N, 129-43E",United States,Army Mine,Sunk,Maritime,Mine,33.06,129.43,985.4131013,33-06N,129-43E,1,1
2300,July,8,1945,7,1945-07-01,1,Sunday,1945-07-08,SAITSU MARU,Passenger-Cargo,"1,045","38-48N, 121-28E",United States,Submarine,Sunk,Maritime,Submarine,38.48,121.28,1659.305933,38-48N,121-28E,1,1
2301,August,8,1945,8,1945-08-01,1,Sunday,1945-08-08,KASADO MARU,Passenger-Cargo,"6,003","52-00N, 156-00E",Russia,Aircraft*,Sunk,Maritime,Aircraft,52,156,2225.004119,52-00N,156-00E,1,1
2302,August,8,1945,8,1945-08-01,1,Sunday,1945-08-08,RASHIN MARU,Passenger-Cargo,"5,454","41-23N, 131-25E",United States,Submarine,Sunk,Maritime,Submarine,41.23,131.25,958.082953,41-23N,131-25E,1,1
2303,February,9,1945,2,1945-02-01,1,Sunday,1945-02-09,I 41,Submarine,"2,212","18-50N, 121-40E",United States,Submarine,Sunk,Naval,Submarine,18.5,121.4,2623.303969,18-50N,121-40E,1,1
2304,April,9,1945,4,1945-04-01,1,Sunday,1945-04-09,MINESWEEPER NO 3,Minesweeper,615,"39-06N, 141-57E",United States,Submarine,Sunk,Naval,Submarine,39.06,141.57,409.8715534,39-06N,141-57E,1,1
2305,June,9,1945,6,1945-06-01,1,Sunday,1945-06-09,COAST DEFENSE VESSEL NO 41,Frigate,800,"34-18N, 127-18E",United States,Submarine,Sunk,Naval,Submarine,34.18,127.18,1151.86087,34-18N,127-18E,1,1
2306,July,9,1945,7,1945-07-01,1,Sunday,1945-07-09,SPECIAL SUBMARINE CHASER NO 50,Special Submarine Chaser,100,"2-13N, 105-03E",United States,Submarine,Sunk,Naval,Submarine,2.13,105.03,5162.448389,2-13N,105-03E,1,1
2307,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,AMAKUSA,Frigate,860,"38-26N, 141-30E",United States  Great Britain,Navy Carrier-Based Aircraft Aircraft,Sunk,Naval,Aircraft,38.26,141.3,319.5471302,38-26N,141-30E,1,1
2308,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,INAGI,Frigate,900,"38-26N, 141-30E",United States  Great Britain,Navy Carrier-Based Aircraft Aircraft,Sunk,Naval,Aircraft,38.26,141.3,319.5471302,38-26N,141-30E,1,1
2309,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,MINESWEEPER NO 1,Minesweeper,615,"38-26N, 141-30E",United States,Navy Carrier-Based Aircraft,Sunk,Naval,Aircraft,38.26,141.3,319.5471302,38-26N,141-30E,1,1
2310,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,MINESWEEPER NO 33,Minesweeper,630,"38-26N, 141-30E",United States,Navy Carrier-Based Aircraft,Sunk,Naval,Aircraft,38.26,141.3,319.5471302,38-26N,141-30E,1,1
2311,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,TRANSPORT NO 21,High Speed Transport,"l,500","33-59N, 132-31E",United States,Army Aircraft,Sunk,Naval,Army Aircraft,33.59,132.31,714.1659975,33-59N,132-31E,1,1
2312,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,COAST DEFENSE VESSEL NO 82,Frigate,800,"41-21N, 131-12E",Russia,Aircraft,Sunk,Naval,Aircraft,41.21,131.12,965.4296604,41-21N,131-12E,1,1
2313,February,9,1945,2,1945-02-01,1,Sunday,1945-02-09,HEKISUI MARU,Cargo,572,"23-28N, 119-40E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,23.28,119.4,2392.014436,23-28N,119-40E,1,1
2314,April,9,1945,4,1945-04-01,1,Sunday,1945-04-09,NIKKO MARU,Transport,"5,057","36-50N, 123-55E",United States,Submarine,Sunk,Maritime,Submarine,36.5,123.55,1451.27379,36-50N,123-55E,1,1
2315,April,9,1945,4,1945-04-01,1,Sunday,1945-04-09,LEE TUNG,Cargo,"1,853","37-21N, 125-08E",United States,Submarine,Sunk,Maritime,Submarine,37.21,125.08,1316.294626,37-21N,125-08E,1,1
2316,June,9,1945,6,1945-06-01,1,Sunday,1945-06-09,HOKUTO MARU,Cargo,"2,215","40-54N, 139-48E",United States,Submarine,Sunk,Maritime,Submarine,40.54,139.48,539.607249,40-54N,139-48E,1,1
2317,June,9,1945,6,1945-06-01,1,Sunday,1945-06-09,INAURA MARU,Cargo,873,"34-00N, 131-00E",United States,Army Mine,Sunk,Maritime,Mine,34,131,814.6799794,34-00N,131-00E,1,1
2318,June,9,1945,6,1945-06-01,1,Sunday,1945-06-09,SAGAWA MARU,Cargo,"1,186","38-13N, 138-43E",United States,Submarine,Sunk,Maritime,Submarine,38.13,138.43,293.5242428,38-13N,138-43E,1,1
2319,June,9,1945,6,1945-06-01,1,Sunday,1945-06-09,SHOYO MARU,Cargo,"2,211","38-11N, 138-45E",United States,Submarine,Sunk,Maritime,Submarine,38.11,138.45,290.7969572,38-11N,138-45E,1,1
2320,June,9,1945,6,1945-06-01,1,Sunday,1945-06-09,WAKATAMA MARU,Cargo,"2,211","37-32N, 129-10E",United States,Submarine,Sunk,Maritime,Submarine,37.32,129.1,963.1684499,37-32N,129-10E,1,1
2321,June,9,1945,6,1945-06-01,1,Sunday,1945-06-09,KAMISHIKA MARU,Cargo,"2,857","41-52N, 141-08E",United States,Submarine,Sunk,Maritime,Submarine,41.52,141.08,659.3940229,41-52N,141-08E,1,1
2322,July,9,1945,7,1945-07-01,1,Sunday,1945-07-09,GAKUZYO MARU,Cargo,"1,500","33-59N, 130-48E",United States,Army Mine,Sunk,Maritime,Mine,33.59,130.48,873.9368403,33-59N,130-48E,1,1
2323,July,9,1945,7,1945-07-01,1,Sunday,1945-07-09,MICHI MARU,Cargo,"1,383","33-41N, 130-14E",United States,Army Mine,Sunk,Maritime,Mine,33.41,130.14,910.1788843,33-41N,130-14E,1,1
2324,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,IKUTSU GO,Cargo,"1,398","42-12N, 130-18E",Unknown,Unknown Aircraft,Probably sunk,Maritime,Aircraft,42.12,130.18,1088.879631,42-12N,130-18E,1,1
2325,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,YAMANAMI MARU NO 7,Cargo,875,"25-15N, 138-44E",United States,Unknown Aircraft,Sunk,Maritime,Aircraft,25.15,138.44,1178.071474,25-15N,138-44E,1,1
2326,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,CHIKA MARU,Cargo,"1,146","41-50N, 129-46E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,41.5,129.46,1097.727756,41-50N,129-46E,1,1
2327,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,EDAMITSU MARU,Cargo,"6,872","42-30N, 129-45E",United States,Navy Carrier- Based Aircraft,Probably sunk,Maritime,Aircraft,42.3,129.45,1148.890831,42-30N,129-45E,1,1
2328,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,HEIYU MARU,Cargo,973,"42-30N, 129-45E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,42.3,129.45,1148.890831,42-30N,129-45E,1,1
2329,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,MINKO MARU,Transport,800,"21-26N, 111-20E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,21.26,111.2,3195.999818,21-26N,111-20E,1,1
2330,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,RAKUZAN MARU,Passenger-Cargo,"2,104","42-30N, 129-45E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,42.3,129.45,1148.890831,42-30N,129-45E,1,1
2331,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,RYUWA MARU,Cargo,"1,244","42-30N, 129-45E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,42.3,129.45,1148.890831,42-30N,129-45E,1,1
2332,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,TOYOSHIMA MARU,Cargo,875,"25-09N, 129-30E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,25.09,129.3,1541.411735,25-09N,129-30E,1,1
2333,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,BANSHU MARU NO 36,Cargo,889,"39-30N, 142-04E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,39.3,142.04,451.7456247,39-30N,142-04E,1,1
2334,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,TAITO MARU,Tanker,"6,850","42-30N, 129-45E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,42.3,129.45,1148.890831,42-30N,129-45E,1,1
2335,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,TENSHO MARU,Cargo,"3,035","41-47N, 129-50E",United States,Navy Carrier- Based Aircraft,Sunk,Maritime,Aircraft,41.47,129.5,1093.121579,41-47N,129-50E,1,1
2336,August,9,1945,8,1945-08-01,1,Sunday,1945-08-09,YAMABISHI MARU NO 7,Cargo,875,"25-09N, 129-30E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,25.09,129.3,1541.411735,25-09N,129-30E,1,1
2337,April,10,1945,4,1945-04-01,1,Sunday,1945-04-10,I 44,Submarine,"2,212","23-12N, 132-23E",United States,Surface Craft,Sunk,Naval,Surface Craft,23.12,132.23,1572.119442,23-12N,132-23E,1,1
2338,June,10,1945,6,1945-06-01,1,Sunday,1945-06-10,I 122,Submarine,"1,142","37-29N, 137-25E",United States,Submarine,Sunk,Naval,Submarine,37.29,137.25,281.4627102,37-29N,137-25E,1,1
2339,July,10,1945,7,1945-07-01,1,Sunday,1945-07-10,MINESWEEPER NO 27,Minesweeper,630,"39-20N, 142-07E",United States,Submarine,Sunk,Naval,Submarine,39.2,142.07,443.2102364,39-20N,142-07E,1,1
2340,August,10,1945,8,1945-08-01,1,Sunday,1945-08-10,SUBMARINE CHASER NO 42,Submarine Chaser,440,"38-26N, 141-30E",United States,Navy Carrier-Based Aircraft,Sunk,Naval,Aircraft,38.26,141.3,319.5471302,38-26N,141-30E,1,1
2341,February,10,1945,2,1945-02-01,1,Sunday,1945-02-10,WAKA MARU,Cargo,"2,036","35-40N, 126-20E",Japan,Marine Casualty,Sunk,Maritime,Marine Casualty,35.4,126.2,1219.971053,35-40N,126-20E,1,1
2342,March,10,1945,3,1945-03-01,1,Sunday,1945-03-10,SEISHIN MARU,Tanker,"5,239","16-02N, 108-20E",United States,Army Aircraft,Sunk,Maritime,Army Aircraft,16.02,108.2,3807.374008,16-02N,108-20E,1,1
2343,March,10,1945,3,1945-03-01,1,Sunday,1945-03-10,KEIZAN MARU,Cargo,"2,116","29-31N, 127-55E",United States,Submarine,Sunk,Maritime,Submarine,29.31,127.55,1339.807144,29-31N,127-55E,1,1
2344,March,10,1945,3,1945-03-01,1,Sunday,1945-03-10,SANKA MARU,Cargo,"2,495","29-31N, 127-55E",United States,Submarine,Sunk,Maritime,Submarine,29.31,127.55,1339.807144,29-31N,127-55E,1,1
2345,March,10,1945,3,1945-03-01,1,Sunday,1945-03-10,DOKAN MARU,Cargo,"2,270","29-31N, 127-55E",United States,Submarine,Sunk,Maritime,Submarine,29.31,127.55,1339.807144,29-31N,127-55E,1,1
2346,April,10,1945,4,1945-04-01,1,Sunday,1945-04-10,HOSEI MARU,Tanker,696,"5-25S, 106-39E",Netherlands,Submarine,Sunk,Maritime,Submarine,-5.25,106.39,5725.832963,5-25S,106-39E,-1,1
2347,April,10,1945,4,1945-04-01,1,Sunday,1945-04-10,MARUKO MARU,Cargo,"3,000","31-15N, 121-29E",United States,Army Mine,Sunk,Maritime,Mine,31.15,121.29,1777.60802,31-15N,121-29E,1,1
2348,May,10,1945,5,1945-05-01,1,Sunday,1945-05-10,TOYU MARU NO 1,Tanker,834,"34-34N, 128-58E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,34.34,128.58,1022.274938,34-34N,128-58E,1,1
2349,May,10,1945,5,1945-05-01,1,Sunday,1945-05-10,TATSUWA MARU,Passenger-Cargo,"6,332","34-05N, 132-27E",United States,Army Mine,Sunk,Maritime,Mine,34.05,132.27,700.8552176,34-05N,132-27E,1,1
2350,June,10,1945,6,1945-06-01,1,Sunday,1945-06-10,TADO MARU,Cargo,887,"36-00N, 125-00E",United States,Navy Land- Based Aircraft,Sunk,Maritime,Aircraft,36,125,1323.279753,36-00N,125-00E,1,1
2351,June,10,1945,6,1945-06-01,1,Sunday,1945-06-10,DAIKI MARU,Cargo,"2,217","40-44N, 139-48E",United States,Submarine,Sunk,Maritime,Submarine,40.44,139.48,528.4947965,40-44N,139-48E,1,1
2352,June,10,1945,6,1945-06-01,1,Sunday,1945-06-10,HAKUYO MARU,Cargo,"1,391","47-25N, 149-04E",United States,Submarine,Sunk,Maritime,Submarine,47.25,149.04,1500.559668,47-25N,149-04E,1,1
